image,box_index,class_id,number_candidate,word_candidate,final_text,final_type,final_score
935.jpg,2,25,,,,,
935.jpg,3,1,,,,,
935.jpg,4,2,২,,২,number,88.82
935.jpg,5,1,,,,,
935.jpg,6,4,,,,,
935.jpg,7,2,,,,,
935.jpg,8,9,৯,,৯,number,78.20
935.jpg,ALL,N/A,২,টাঙ্গাইল,টাঙ্গাইল ২,summary,N/A
1173.jpg,1,67,,,,,
1173.jpg,2,11,,,,,
1173.jpg,3,3,,,,,
1173.jpg,4,4,,,,,
1173.jpg,5,5,,,,,
1173.jpg,6,6,৬,,৬,number,98.87
1173.jpg,7,7,,,,,
1173.jpg,8,8,,,,,
1173.jpg,ALL,N/A,৬,,৬,summary,N/A
1256.jpg,1,73,,মৌলভীবাজার,মৌলভীবাজার,word,94.95
1256.jpg,2,25,,,,,
1256.jpg,3,3,,,,,
1256.jpg,4,4,,,,,
1256.jpg,5,5,,,,,
1256.jpg,6,6,,,,,
1256.jpg,7,7,,,,,
1256.jpg,8,8,,,,,
1256.jpg,ALL,N/A,,মৌলভীবাজার,মৌলভীবাজার,summary,N/A
921.jpg,1,97,,সিলেট,সিলেট,word,89.01
921.jpg,2,10,,,,,
921.jpg,3,25,,,,,
921.jpg,4,1,,,,,
921.jpg,5,1,,,,,
921.jpg,6,1,,,,,
921.jpg,7,1,১,,১,number,99.32
921.jpg,8,1,১,,১,number,82.15
921.jpg,9,8,,,,,
921.jpg,ALL,N/A,১,সিলেট,সিলেট ১,summary,N/A
1940.jpg,1,59,,,,,
1940.jpg,2,20,,,,,
1940.jpg,3,1,১,,১,number,92.80
1940.jpg,4,1,১,,১,number,95.89
1940.jpg,5,4,,,,,
1940.jpg,6,4,৪,,৪,number,31.48
1940.jpg,7,3,৩,,৩,number,74.97
1940.jpg,8,9,,,,,
1940.jpg,ALL,N/A,১,,১,summary,N/A
428.jpg,1,38,,বরগুনা,বরগুনা,word,85.69
428.jpg,2,17,,,,,
428.jpg,3,1,১,,১,number,99.99
428.jpg,4,2,,,,,
428.jpg,5,3,,,,,
428.jpg,6,4,,,,,
428.jpg,7,5,৫,,৫,number,97.97
428.jpg,8,6,৬,,৬,number,100.00
428.jpg,ALL,N/A,১,বরগুনা,বরগুনা ১,summary,N/A
880.jpg,1,88,,রাজবাড়ী,রাজবাড়ী,word,86.17
880.jpg,2,20,,,,,
880.jpg,3,1,১,,১,number,99.99
880.jpg,4,1,,,,,
880.jpg,5,1,,,,,
880.jpg,6,6,৬,,৬,number,100.00
880.jpg,7,4,,,,,
880.jpg,8,4,,,,,
880.jpg,ALL,N/A,১,রাজবাড়ী,রাজবাড়ী ১,summary,N/A
1685.jpg,1,67,,লক্ষ্মীপুর,লক্ষ্মীপুর,word,68.98
1685.jpg,2,20,,,,,
1685.jpg,3,1,,,,,
1685.jpg,4,1,১,,১,number,89.26
1685.jpg,5,6,৬,,৬,number,94.86
1685.jpg,6,5,৫,,৫,number,53.54
1685.jpg,7,2,,,,,
1685.jpg,8,3,,,,,
1685.jpg,ALL,N/A,১,লক্ষ্মীপুর,লক্ষ্মীপুর ১,summary,N/A
1301.jpg,1,78,,নরসিংদী,নরসিংদী,word,86.57
1301.jpg,2,30,,,,,
1301.jpg,3,3,,,,,
1301.jpg,4,4,,,,,
1301.jpg,5,5,,,,,
1301.jpg,6,6,,,,,
1301.jpg,7,7,,,,,
1301.jpg,8,8,,,,,
1301.jpg,ALL,N/A,,নরসিংদী,নরসিংদী,summary,N/A
1959.jpg,1,40,,,,,
1959.jpg,2,29,,,,,
1959.jpg,3,1,১,,১,number,99.69
1959.jpg,4,1,১,,১,number,13.16
1959.jpg,5,1,,,,,
1959.jpg,6,3,,,,,
1959.jpg,7,7,৭,,৭,number,73.13
1959.jpg,8,0,,,,,
1959.jpg,ALL,N/A,১,,১,summary,N/A
1321.jpg,1,79,,নাটোর,নাটোর,word,86.78
1321.jpg,2,27,,,,,
1321.jpg,3,2,২,,২,number,99.83
1321.jpg,4,3,৩,,৩,number,26.50
1321.jpg,5,4,,,,,
1321.jpg,6,5,,,,,
1321.jpg,7,6,৬,,৬,number,99.98
1321.jpg,8,7,,,,,
1321.jpg,ALL,N/A,২,নাটোর,নাটোর ২,summary,N/A
1770.jpg,1,49,,ঢাকা,ঢাকা,word,88.54
1770.jpg,2,10,,মেট্রো,মেট্রো,word,62.10
1770.jpg,3,18,,,,,
1770.jpg,4,2,,,,,
1770.jpg,5,5,৫,,৫,number,90.77
1770.jpg,6,5,,,,,
1770.jpg,7,2,,,,,
1770.jpg,8,2,,,,,
1770.jpg,9,2,,,,,
1770.jpg,ALL,N/A,৫,ঢাকা,ঢাকা ৫,summary,N/A
1813.jpg,1,63,,খুলনা,খুলনা,word,79.68
1813.jpg,2,10,,মেট্রো,মেট্রো,word,94.89
1813.jpg,3,25,,,,,
1813.jpg,4,1,,,,,
1813.jpg,5,2,,,,,
1813.jpg,6,4,,,,,
1813.jpg,7,2,,,,,
1813.jpg,8,3,,,,,
1813.jpg,9,4,,,,,
1813.jpg,ALL,N/A,,খুলনা,খুলনা,summary,N/A
1918.jpg,1,49,,ঢাকা,ঢাকা,word,79.42
1918.jpg,2,10,,মেট্রো,মেট্রো,word,74.88
1918.jpg,3,18,,,,,
1918.jpg,4,1,,,,,
1918.jpg,5,2,,,,,
1918.jpg,6,3,,,,,
1918.jpg,7,2,,,,,
1918.jpg,8,3,,,,,
1918.jpg,9,5,,,,,
1918.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
1282.jpg,1,75,,,,,
1282.jpg,2,33,,,,,
1282.jpg,3,1,,,,,
1282.jpg,4,1,,,,,
1282.jpg,5,2,,,,,
1282.jpg,6,2,,,,,
1282.jpg,7,9,,,,,
1282.jpg,8,0,,,,,
1282.jpg,ALL,N/A,,,N/A,summary,N/A
2151.jpg,1,49,,,,,
2151.jpg,2,10,,মেট্রো,মেট্রো,word,76.11
2151.jpg,3,18,,,,,
2151.jpg,4,2,,,,,
2151.jpg,5,9,,,,,
2151.jpg,6,3,,,,,
2151.jpg,7,5,৫,,৫,number,98.69
2151.jpg,8,9,,,,,
2151.jpg,9,2,,,,,
2151.jpg,ALL,N/A,৫,মেট্রো,মেট্রো ৫,summary,N/A
831.jpg,1,39,,বরিশাল,বরিশাল,word,98.53
831.jpg,2,10,,মেট্রো,মেট্রো,word,81.34
831.jpg,3,33,,,,,
831.jpg,4,1,১,,১,number,86.98
831.jpg,5,1,১,,১,number,97.74
831.jpg,6,1,১,,১,number,99.97
831.jpg,7,9,,,,,
831.jpg,8,9,৯,,৯,number,30.47
831.jpg,9,0,,,,,
831.jpg,ALL,N/A,১,বরিশাল,বরিশাল ১,summary,N/A
2413.jpg,1,44,,,,,
2413.jpg,2,10,,,,,
2413.jpg,3,13,,,,,
2413.jpg,4,1,,,,,
2413.jpg,5,1,,,,,
2413.jpg,6,0,,,,,
2413.jpg,7,0,,,,,
2413.jpg,8,4,,,,,
2413.jpg,9,9,,,,,
2413.jpg,ALL,N/A,,,N/A,summary,N/A
1694.jpg,1,93,,,,,
1694.jpg,2,14,৬,,৬,number,9.50
1694.jpg,3,1,,,,,
1694.jpg,4,9,,,,,
1694.jpg,5,5,,,,,
1694.jpg,6,6,,,,,
1694.jpg,7,7,,,,,
1694.jpg,8,8,,,,,
1694.jpg,ALL,N/A,৬,,৬,summary,N/A
714.jpg,1,85,,পটুয়াখালী,পটুয়াখালী,word,83.55
714.jpg,2,19,,,,,
714.jpg,3,2,২,,২,number,98.23
714.jpg,4,3,,,,,
714.jpg,5,4,,,,,
714.jpg,6,5,,,,,
714.jpg,7,6,৬,,৬,number,99.89
714.jpg,8,7,,,,,
714.jpg,ALL,N/A,২,পটুয়াখালী,পটুয়াখালী ২,summary,N/A
855.jpg,1,87,,,,,
855.jpg,2,10,,মেট্রো,মেট্রো,word,83.35
855.jpg,3,13,,,,,
855.jpg,4,5,,,,,
855.jpg,5,5,৫,,৫,number,95.58
855.jpg,6,1,১,,১,number,100.00
855.jpg,7,0,,,,,
855.jpg,8,0,,,,,
855.jpg,9,6,,,,,
855.jpg,ALL,N/A,৫,মেট্রো,মেট্রো ৫,summary,N/A
2657.jpg,1,38,,বরগুনা,বরগুনা,word,82.05
2657.jpg,2,20,,,,,
2657.jpg,3,1,১,,১,number,100.00
2657.jpg,4,1,১,,১,number,99.97
2657.jpg,5,1,১,,১,number,100.00
2657.jpg,6,0,,,,,
2657.jpg,7,5,,,,,
2657.jpg,8,4,,,,,
2657.jpg,ALL,N/A,১,বরগুনা,বরগুনা ১,summary,N/A
995.jpg,1,35,,বাগেরহাট,বাগেরহাট,word,97.33
995.jpg,2,16,,,,,
995.jpg,3,5,,,,,
995.jpg,4,6,,,,,
995.jpg,5,7,,,,,
995.jpg,6,8,,,,,
995.jpg,7,9,,,,,
995.jpg,8,0,,,,,
995.jpg,ALL,N/A,,বাগেরহাট,বাগেরহাট,summary,N/A
2150.jpg,1,49,,ঢাকা,ঢাকা,word,63.28
2150.jpg,2,10,,মেট্রো,মেট্রো,word,64.03
2150.jpg,3,12,,,,,
2150.jpg,4,1,,,,,
2150.jpg,5,1,১,,১,number,98.42
2150.jpg,6,1,,,,,
2150.jpg,7,0,,,,,
2150.jpg,8,8,৮,,৮,number,100.00
2150.jpg,9,0,,,,,
2150.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
395.jpg,1,39,,বরিশাল,বরিশাল,word,93.02
395.jpg,2,33,,,,,
395.jpg,3,1,,,,,
395.jpg,4,2,২,,২,number,98.89
395.jpg,5,3,,,,,
395.jpg,6,4,,,,,
395.jpg,7,5,,,,,
395.jpg,8,6,,,,,
395.jpg,ALL,N/A,২,বরিশাল,বরিশাল ২,summary,N/A
185.jpeg,1,57,,জামালপুর,জামালপুর,word,71.96
185.jpeg,2,33,,,,,
185.jpeg,3,1,,,,,
185.jpeg,4,1,,,,,
185.jpeg,5,0,,,,,
185.jpeg,6,3,,,,,
185.jpeg,7,9,,,,,
185.jpeg,8,5,,,,,
185.jpeg,ALL,N/A,,জামালপুর,জামালপুর,summary,N/A
427.jpg,1,39,,,,,
427.jpg,2,33,,,,,
427.jpg,3,5,,,,,
427.jpg,4,6,,,,,
427.jpg,5,7,৭,,৭,number,67.51
427.jpg,6,8,,,,,
427.jpg,7,9,,,,,
427.jpg,8,0,,,,,
427.jpg,ALL,N/A,৭,,৭,summary,N/A
2007.jpg,1,44,,,,,
2007.jpg,2,10,,মেট্রো,মেট্রো,word,94.03
2007.jpg,3,31,,,,,
2007.jpg,4,1,,,,,
2007.jpg,5,1,১,,১,number,99.74
2007.jpg,6,6,,,,,
2007.jpg,7,8,,,,,
2007.jpg,8,6,৬,,৬,number,96.68
2007.jpg,9,3,,,,,
2007.jpg,ALL,N/A,১,মেট্রো,মেট্রো ১,summary,N/A
2192.jpg,1,49,,ঢাকা,ঢাকা,word,99.42
2192.jpg,2,10,,মেট্রো,মেট্রো,word,94.79
2192.jpg,3,18,,,,,
2192.jpg,4,3,,,,,
2192.jpg,5,4,,,,,
2192.jpg,6,6,৬,,৬,number,100.00
2192.jpg,7,5,,,,,
2192.jpg,8,2,,,,,
2192.jpg,9,8,৮,,৮,number,99.98
2192.jpg,ALL,N/A,৬,ঢাকা,ঢাকা ৬,summary,N/A
43.jpeg,1,44,,,,,
43.jpeg,2,10,,মেট্রো,মেট্রো,word,91.63
43.jpeg,3,100,,,,,
43.jpeg,4,8,৮,,৮,number,100.00
43.jpeg,5,1,,,,,
43.jpeg,6,3,৩,,৩,number,99.98
43.jpeg,7,7,,,,,
43.jpeg,8,8,৮,,৮,number,99.96
43.jpeg,9,5,,,,,
43.jpeg,ALL,N/A,৮,মেট্রো,মেট্রো ৮,summary,N/A
1293.jpg,1,77,,,,,
1293.jpg,2,31,,,,,
1293.jpg,3,2,,,,,
1293.jpg,4,4,,,,,
1293.jpg,5,6,,,,,
1293.jpg,6,8,,,,,
1293.jpg,7,0,,,,,
1293.jpg,8,1,,,,,
1293.jpg,ALL,N/A,,,N/A,summary,N/A
54.jpg,1,54,,,,,
54.jpg,2,33,,,,,
54.jpg,3,1,১,,১,number,99.81
54.jpg,4,1,১,,১,number,15.58
54.jpg,5,5,,,,,
54.jpg,6,5,,,,,
54.jpg,7,1,১,,১,number,17.94
54.jpg,8,6,,,,,
54.jpg,ALL,N/A,১,,১,summary,N/A
1988.jpg,1,44,,,,,
1988.jpg,2,10,,,,,
1988.jpg,3,15,,,,,
1988.jpg,4,0,,,,,
1988.jpg,5,2,,,,,
1988.jpg,6,0,,,,,
1988.jpg,7,0,০,,০,number,18.12
1988.jpg,8,0,,,,,
1988.jpg,9,6,,,,,
1988.jpg,ALL,N/A,০,,০,summary,N/A
89.jpeg,1,39,,বরিশাল,বরিশাল,word,99.62
89.jpeg,2,20,,,,,
89.jpeg,3,1,১,,১,number,100.00
89.jpeg,4,2,২,,২,number,79.33
89.jpeg,5,4,,,,,
89.jpeg,6,5,,,,,
89.jpeg,7,5,,,,,
89.jpeg,8,9,,,,,
89.jpeg,ALL,N/A,১,বরিশাল,বরিশাল ১,summary,N/A
1112.jpg,1,63,,খুলনা,খুলনা,word,98.78
1112.jpg,2,31,,,,,
1112.jpg,3,1,,,,,
1112.jpg,4,2,১,,১,number,39.11
1112.jpg,5,3,,,,,
1112.jpg,6,4,,,,,
1112.jpg,7,8,৮,,৮,number,68.05
1112.jpg,8,9,,,,,
1112.jpg,ALL,N/A,১,খুলনা,খুলনা ১,summary,N/A
1919.jpg,1,63,,,,,
1919.jpg,2,10,,মেট্রো,মেট্রো,word,71.32
1919.jpg,3,20,,,,,
1919.jpg,4,1,,,,,
1919.jpg,5,1,১,,১,number,81.62
1919.jpg,6,1,১,,১,number,71.35
1919.jpg,7,7,৭,,৭,number,85.61
1919.jpg,8,2,১,,১,number,48.27
1919.jpg,9,6,৬,,৬,number,99.95
1919.jpg,ALL,N/A,১,মেট্রো,মেট্রো ১,summary,N/A
125.jpeg,1,49,,ঢাকা,ঢাকা,word,77.27
125.jpeg,2,10,,মেট্রো,মেট্রো,word,89.66
125.jpeg,3,33,,,,,
125.jpeg,4,1,১,,১,number,99.96
125.jpeg,5,1,,,,,
125.jpeg,6,6,,,,,
125.jpeg,7,5,,,,,
125.jpeg,8,0,,,,,
125.jpeg,9,3,,,,,
125.jpeg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
160.jpeg,1,49,,ঢাকা,ঢাকা,word,89.05
160.jpeg,2,10,,মেট্রো,মেট্রো,word,78.19
160.jpeg,3,18,,,,,
160.jpeg,4,2,,,,,
160.jpeg,5,6,,,,,
160.jpeg,6,8,৮,,৮,number,68.28
160.jpeg,7,4,,,,,
160.jpeg,8,9,,,,,
160.jpeg,9,0,,,,,
160.jpeg,ALL,N/A,৮,ঢাকা,ঢাকা ৮,summary,N/A
2610.jpg,1,65,,,,,
2610.jpg,2,25,,,,,
2610.jpg,3,1,,,,,
2610.jpg,4,1,,,,,
2610.jpg,5,2,,,,,
2610.jpg,6,6,,,,,
2610.jpg,7,7,,,,,
2610.jpg,8,1,,,,,
2610.jpg,ALL,N/A,,,N/A,summary,N/A
493.jpg,1,46,,চুয়াডাঙ্গা,চুয়াডাঙ্গা,word,70.73
493.jpg,2,11,,,,,
493.jpg,3,7,,,,,
493.jpg,4,8,৩,,৩,number,65.03
493.jpg,5,9,,,,,
493.jpg,6,0,,,,,
493.jpg,7,1,,,,,
493.jpg,8,2,১,,১,number,5.85
493.jpg,ALL,N/A,৩,চুয়াডাঙ্গা,চুয়াডাঙ্গা ৩,summary,N/A
1992.jpg,1,44,,,,,
1992.jpg,2,10,,,,,
1992.jpg,3,15,৬,,৬,number,66.98
1992.jpg,4,1,,,,,
1992.jpg,5,1,,,,,
1992.jpg,6,2,,,,,
1992.jpg,7,1,১,,১,number,11.86
1992.jpg,8,5,,,,,
1992.jpg,9,6,৩,,৩,number,15.51
1992.jpg,ALL,N/A,৬,,৬,summary,N/A
1910.jpg,1,49,,ঢাকা,ঢাকা,word,79.47
1910.jpg,2,10,,মেট্রো,মেট্রো,word,89.97
1910.jpg,3,19,,,,,
1910.jpg,4,1,,,,,
1910.jpg,5,1,,,,,
1910.jpg,6,0,,,,,
1910.jpg,7,3,,,,,
1910.jpg,8,5,,,,,
1910.jpg,9,8,,,,,
1910.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
2125.jpg,1,49,,,,,
2125.jpg,2,10,,,,,
2125.jpg,3,18,,,,,
2125.jpg,4,2,,,,,
2125.jpg,5,5,,,,,
2125.jpg,6,6,৬,,৬,number,64.93
2125.jpg,7,1,,,,,
2125.jpg,8,9,,,,,
2125.jpg,9,8,৮,,৮,number,99.86
2125.jpg,ALL,N/A,৬,,৬,summary,N/A
76.jpg,1,44,,,,,
76.jpg,2,10,,মেট্রো,মেট্রো,word,94.57
76.jpg,3,18,,,,,
76.jpg,4,1,১,,১,number,100.00
76.jpg,5,3,,,,,
76.jpg,6,1,,,,,
76.jpg,7,2,,,,,
76.jpg,8,0,,,,,
76.jpg,9,7,,,,,
76.jpg,ALL,N/A,১,মেট্রো,মেট্রো ১,summary,N/A
1566.jpg,1,60,,ঝিনাইদহ,ঝিনাইদহ,word,82.95
1566.jpg,2,20,,,,,
1566.jpg,3,1,১,,১,number,44.13
1566.jpg,4,2,,,,,
1566.jpg,5,4,,,,,
1566.jpg,6,4,,,,,
1566.jpg,7,6,,,,,
1566.jpg,8,3,,,,,
1566.jpg,ALL,N/A,১,ঝিনাইদহ,ঝিনাইদহ ১,summary,N/A
646.jpg,1,82,,নোয়াখালী,নোয়াখালী,word,72.61
646.jpg,2,22,,,,,
646.jpg,3,1,,,,,
646.jpg,4,1,১,,১,number,99.61
646.jpg,5,1,১,,১,number,99.38
646.jpg,6,9,,,,,
646.jpg,7,2,২,,২,number,99.97
646.jpg,8,8,,,,,
646.jpg,ALL,N/A,১,নোয়াখালী,নোয়াখালী ১,summary,N/A
2103.jpg,1,49,,ঢাকা,ঢাকা,word,78.71
2103.jpg,2,10,,,,,
2103.jpg,3,13,,,,,
2103.jpg,4,1,১,,১,number,30.25
2103.jpg,5,3,,,,,
2103.jpg,6,5,,,,,
2103.jpg,7,7,,,,,
2103.jpg,8,4,,,,,
2103.jpg,9,6,৬,,৬,number,68.29
2103.jpg,ALL,N/A,১,ঢাকা,ঢাকা ১,summary,N/A
315.jpg,1,49,,,,,
315.jpg,2,10,,,,,
315.jpg,3,10,,,,,
315.jpg,4,18,,,,,
315.jpg,5,3,,,,,
315.jpg,6,3,,,,,
315.jpg,7,1,,,,,
315.jpg,8,9,,,,,
315.jpg,9,9,,,,,
315.jpg,10,7,,,,,
315.jpg,11,4,,,,,
315.jpg,ALL,N/A,,,N/A,summary,N/A
2122.jpg,1,49,,,,,
2122.jpg,2,10,,,,,
2122.jpg,3,18,,,,,
2122.jpg,4,1,,,,,
2122.jpg,5,7,,,,,
2122.jpg,6,4,,,,,
2122.jpg,7,1,,,,,
2122.jpg,8,1,,,,,
2122.jpg,9,9,,,,,
2122.jpg,ALL,N/A,,,N/A,summary,N/A
238.jpg,1,49,,ঢাকা,ঢাকা,word,97.89
238.jpg,2,10,,,,,
238.jpg,3,24,,,,,
238.jpg,4,1,,,,,
238.jpg,5,1,,,,,
238.jpg,6,3,,,,,
238.jpg,7,7,,,,,
238.jpg,8,9,,,,,
238.jpg,9,9,,,,,
238.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
1415.jpg,1,69,,রংপুর,রংপুর,word,60.17
1415.jpg,2,20,,,,,
1415.jpg,3,1,১,,১,number,95.34
1415.jpg,4,1,,,,,
1415.jpg,5,3,,,,,
1415.jpg,6,3,,,,,
1415.jpg,7,8,,,,,
1415.jpg,8,9,৯১,,৯১,number,21.26
1415.jpg,ALL,N/A,১,রংপুর,রংপুর ১,summary,N/A
432.jpg,1,45,,চট্টগ্রাম,চট্টগ্রাম,word,92.38
432.jpg,2,33,,,,,
432.jpg,3,7,৭,,৭,number,33.13
432.jpg,4,8,৮,,৮,number,97.56
432.jpg,5,9,,,,,
432.jpg,6,0,,,,,
432.jpg,7,1,,,,,
432.jpg,8,2,১,,১,number,26.36
432.jpg,ALL,N/A,৭,চট্টগ্রাম,চট্টগ্রাম ৭,summary,N/A
1033.jpg,1,57,,জামালপুর,জামালপুর,word,86.18
1033.jpg,2,20,,,,,
1033.jpg,3,1,,,,,
1033.jpg,4,2,,,,,
1033.jpg,5,2,,,,,
1033.jpg,6,7,,,,,
1033.jpg,7,9,,,,,
1033.jpg,8,0,,,,,
1033.jpg,ALL,N/A,,জামালপুর,জামালপুর,summary,N/A
1627.jpg,1,62,,,,,
1627.jpg,2,20,,,,,
1627.jpg,3,1,১,,১,number,74.38
1627.jpg,4,1,,,,,
1627.jpg,5,0,,,,,
1627.jpg,6,2,২,,২,number,11.45
1627.jpg,7,9,৯,,৯,number,54.53
1627.jpg,8,9,,,,,
1627.jpg,ALL,N/A,১,,১,summary,N/A
937.jpg,1,98,,টাঙ্গাইল,টাঙ্গাইল,word,87.35
937.jpg,2,25,,,,,
937.jpg,3,2,,,,,
937.jpg,4,3,,,,,
937.jpg,5,9,,,,,
937.jpg,6,6,,,,,
937.jpg,7,1,,,,,
937.jpg,8,1,,,,,
937.jpg,ALL,N/A,,টাঙ্গাইল,টাঙ্গাইল,summary,N/A
778.jpg,1,82,,,,,
778.jpg,2,25,৫,,৫,number,11.60
778.jpg,3,1,১,,১,number,99.66
778.jpg,4,1,,,,,
778.jpg,5,2,,,,,
778.jpg,6,8,,,,,
778.jpg,7,5,৫,,৫,number,68.29
778.jpg,8,8,৮,,৮,number,99.38
778.jpg,ALL,N/A,৫,,৫,summary,N/A
738.jpg,1,88,,রাজবাড়ী,রাজবাড়ী,word,85.22
738.jpg,2,101,,,,,
738.jpg,3,3,,,,,
738.jpg,4,4,,,,,
738.jpg,5,7,,,,,
738.jpg,6,8,৮,,৮,number,42.37
738.jpg,7,9,,,,,
738.jpg,8,0,,,,,
738.jpg,ALL,N/A,৮,রাজবাড়ী,রাজবাড়ী ৮,summary,N/A
278.jpg,1,49,,ঢাকা,ঢাকা,word,66.53
278.jpg,2,10,,,,,
278.jpg,3,18,,,,,
278.jpg,4,3,,,,,
278.jpg,5,1,,,,,
278.jpg,6,9,,,,,
278.jpg,7,9,,,,,
278.jpg,8,7,,,,,
278.jpg,9,4,,,,,
278.jpg,ALL,N/A,,ঢাকা,ঢাকা,summary,N/A
215.jpg,1,49,,ঢাকা,ঢাকা,word,85.14
215.jpg,2,10,,,,,
215.jpg,3,18,,,,,
215.jpg,4,1,,,,,
215.jpg,5,5,৫,,৫,number,73.61
215.jpg,6,3,,,,,
215.jpg,7,7,,,,,
215.jpg,8,5,,,,,
215.jpg,9,0,,,,,
215.jpg,ALL,N/A,৫,ঢাকা,ঢাকা ৫,summary,N/A
2250.jpg,1,51,,ফরিদপুর,ফরিদপুর,word,99.88
2250.jpg,2,20,,,,,
2250.jpg,3,1,১১,,১১,number,31.90
2250.jpg,4,2,,,,,
2250.jpg,5,7,৭,,৭,number,72.57
2250.jpg,6,2,,,,,
2250.jpg,7,8,,,,,
2250.jpg,8,8,৮,,৮,number,98.48
2250.jpg,ALL,N/A,১১,ফরিদপুর,ফরিদপুর ১১,summary,N/A
1404.jpg,1,59,,,,,
1404.jpg,2,27,,,,,
1404.jpg,3,3,,,,,
1404.jpg,4,4,,,,,
1404.jpg,5,5,,,,,
1404.jpg,6,6,,,,,
1404.jpg,7,7,,,,,
1404.jpg,8,8,৩,,৩,number,17.34
1404.jpg,ALL,N/A,৩,,৩,summary,N/A
727.jpg,1,87,,,,,
727.jpg,2,10,,মেট্রো,মেট্রো,word,83.03
727.jpg,3,13,,,,,
727.jpg,4,2,২,,২,number,99.74
727.jpg,5,3,৩,,৩,number,37.69
727.jpg,6,4,,,,,
727.jpg,7,5,৫,,৫,number,99.44
727.jpg,8,6,৬,,৬,number,99.43
727.jpg,9,7,,,,,
727.jpg,ALL,N/A,২,মেট্রো,মেট্রো ২,summary,N/A
2568.jpg,1,100,,ঢাকা,ঢাকা,word,96.03
2568.jpg,2,10,,মেট্রো,মেট্রো,word,86.95
2568.jpg,3,20,,,,,
2568.jpg,4,5,,,,,
2568.jpg,5,5,৫,,৫,number,80.47
2568.jpg,6,4,,,,,
2568.jpg,7,4,,,,,
2568.jpg,8,1,,,,,
2568.jpg,9,1,,,,,
2568.jpg,ALL,N/A,৫,ঢাকা,ঢাকা ৫,summary,N/A
87.jpeg,1,39,,বরিশাল,বরিশাল,word,96.41
87.jpeg,2,25,,,,,
87.jpeg,3,1,,,,,
87.jpeg,4,1,,,,,
87.jpeg,5,1,,,,,
87.jpeg,6,5,,,,,
87.jpeg,7,9,,,,,
87.jpeg,8,6,,,,,
87.jpeg,ALL,N/A,,বরিশাল,বরিশাল,summary,N/A
1520.jpg,1,79,,নাটোর,নাটোর,word,93.86
1520.jpg,2,20,,,,,
1520.jpg,3,1,১,,১,number,100.00
1520.jpg,4,3,৩,,৩,number,98.70
1520.jpg,5,6,৬,,৬,number,100.00
1520.jpg,6,4,,,,,
1520.jpg,7,5,,,,,
1520.jpg,8,6,৬,,৬,number,100.00
1520.jpg,ALL,N/A,৬,নাটোর,নাটোর ৬,summary,N/A
1164.jpg,1,66,,,,,
1164.jpg,2,101,,,,,
1164.jpg,3,1,,,,,
1164.jpg,4,4,,,,,
1164.jpg,5,7,,,,,
1164.jpg,6,8,,,,,
1164.jpg,7,9,,,,,
1164.jpg,8,2,,,,,
1164.jpg,ALL,N/A,,,N/A,summary,N/A
1464.jpg,1,74,,,,,
1464.jpg,2,25,,,,,
1464.jpg,3,1,,,,,
1464.jpg,4,1,১,,১,number,99.96
1464.jpg,5,5,,,,,
1464.jpg,6,3,,,,,
1464.jpg,7,9,,,,,
1464.jpg,8,7,৭,,৭,number,91.33
1464.jpg,ALL,N/A,১,,১,summary,N/A
2216.jpg,1,49,,,,,
2216.jpg,2,10,,মেট্রো,মেট্রো,word,77.39
2216.jpg,3,18,,,,,
2216.jpg,4,3,,,,,
2216.jpg,5,3,,,,,
2216.jpg,6,3,৩,,৩,number,46.24
2216.jpg,7,8,৮,,৮,number,34.36
2216.jpg,8,6,৬,,৬,number,100.00
2216.jpg,9,8,৮,,৮,number,100.00
2216.jpg,ALL,N/A,৮,মেট্রো,মেট্রো ৮,summary,N/A
2649.jpg,1,65,,,,,
2649.jpg,2,20,,,,,
2649.jpg,3,1,,,,,
2649.jpg,4,1,১১,,১১,number,74.90
2649.jpg,5,9,,,,,
2649.jpg,6,2,,,,,
2649.jpg,7,2,,,,,
2649.jpg,8,4,,,,,
2649.jpg,ALL,N/A,১১,,১১,summary,N/A
2017.jpg,1,49,,ঢাকা,ঢাকা,word,87.09
2017.jpg,2,10,,,,,
2017.jpg,3,20,,,,,
2017.jpg,4,5,,,,,
2017.jpg,5,9,,,,,
2017.jpg,6,3,,,,,
2017.jpg,7,2,,,,,
2017.jpg,8,8,৮,,৮,number,99.88
2017.jpg,9,9,,,,,
2017.jpg,ALL,N/A,৮,ঢাকা,ঢাকা ৮,summary,N/A
2414.jpg,1,49,,,,,
2414.jpg,2,10,,,,,
2414.jpg,3,18,,,,,
2414.jpg,4,3,,,,,
2414.jpg,5,1,১,,১,number,99.94
2414.jpg,6,0,,,,,
2414.jpg,7,0,,,,,
2414.jpg,8,8,৮,,৮,number,92.12
2414.jpg,9,0,,,,,
2414.jpg,ALL,N/A,১,,১,summary,N/A
330.jpg,1,49,,,,,
330.jpg,2,10,,,,,
330.jpg,3,18,,,,,
330.jpg,4,3,,,,,
330.jpg,5,9,,,,,
330.jpg,6,1,,,,,
330.jpg,7,4,,,,,
